distance_from_tip_micrometer,dF_F0,stimulation_current_microampere
228.738892013528, 9.790336480636952,25
230.24345243116707, 8.752031832643482,25
233.7864881662559, 8.265972918477871,25
236.8742252073948, 7.86014601594151,25
238.82524532041865, 8.317697110463897,25
241.6742459327513, 8.78205991220159,25
245.27388985431568, 8.708984585724536,25
249.68134218107102, 8.188684528113427,25
251.6924122650494, 8.845368720437918,25
254.41679096004995, 8.800978702252849,25
256.3358212232513, 7.672765142717935,25
258.6986675022396, 7.273396398579493,25
261.02344931273956, 8.09128496018863,25
263.91345966782535, 8.433602197769162,25
267.2701519315641, 8.248264051046121,25
270.0037346086423, 7.980745445877872,25
272.8431630796141, 8.204266864880452,25
275.9034871204508, 7.98458647006693,25
278.2030666426342, 8.112253518812722,25
1.0219603787701033, 28.145991494486964,10
1.7950948732972734, 26.685834878612575,10
2.5682293678244434, 25.191305461046234,10
3.856786858703046, 23.84114181058611,10
4.758777102318078, 22.78727171071067,10
6.384116664676341, 21.902140819141202,10
7.3487776589840905, 20.7401651331444,10
9.451273964934373, 19.790498091198224,10
10.595942535998205, 18.4649606435503,10
11.2659924312551, 17.242938797797798,10
12.167982674870117, 15.741534819893062,10
12.915346019579715, 14.442517898350573,10
13.769659636032245, 13.164179654305954,10
16.792348911531917, 12.668938223958662,10
19.25504887470251, 12.26300728866687,10
20.685347689577767, 11.23182323790813,10
22.933122536166323, 10.608745439708485,10
26.084403576359165, 10.24463637331506,10
28.662629383539567, 9.404422867680736,10
31.45952910973851, 9.737490236351462,10
34.11027594811742, 11.011444475060273,10
37.10285868086223, 11.23446306907806,10
39.876570719799204, 10.63000458428435,10
41.34920785223193, 9.690350394031043,10
43.94913270261651, 9.231864188506108,10
45.84995508822941, 8.59356339604308,10
48.8467716527299, 8.656887917560155,10
50.830261528344465, 10.047312786222804,10
50.470354091236985, 8.657987847214287,10
53.714757773627795, 10.760424814704109,10
56.25749317527125, 10.331174956398357,10
57.641176527976484, 9.4136395196103,10
60.61774433190607, 9.221014338928569,10
63.7747101845587, 8.835351503944807,10
66.35293599173909, 7.960480732052773,10
69.23023520844035, 7.646699582846665,10
72.52401554762449, 7.846239762457003,10
75.53924007628046, 7.92763455686358,10
78.61069256817476, 7.588556242572849,10
78.76707659093137, 7.377669729792217,10
81.84028620667686, 7.903986069299464,10
85.33043621054239, 8.00392253501876,10
88.25730251125239, 8.662112583417354,10
91.09673098222419, 8.452143869081866,10
92.5693681146569, 7.869181152386247,10
95.40879658562872, 8.35172618413894,10
97.82484188102612, 8.243681010820552,10
98.57763073096046, 7.167872621023122,10
100.89980862062279, 6.724611496046236,10
103.91327602542756, 6.933848114345665,10
106.96249181203257, 6.603015824405659,10
109.80198375874286, 5.74647405269863,10
112.80432271249003, 6.133649290956853,10
116.01191046657001, 6.355992213901445,10
118.53951437232305, 5.748484268963125,10
121.42477232646797, 5.582584534231401,10
124.59462375402936, 5.4076957192227155,10
127.56732588548635, 5.416275170524997,10
130.91929343842526, 5.649069171104031,10
133.62870032257933, 5.305402261387442,10
137.19320176711983, 5.110714712604192,10
140.08672636990804, 4.8331020325043,10
143.14985162268144, 5.127213657416334,10
146.46540916651915, 5.162749846242477,10
149.33492757889883, 5.486065707080414,10
152.13754012155977, 5.171210843582045,10
153.00731642790285, 4.467255864930735,10
156.2316386948514, 4.287267376071014,10
159.1071201972238, 4.06351698011602,10
162.28493036222886, 4.071281189439375,10
165.35445838514326, 4.105850407141006,10
168.4870607558255, 4.203272747936495,10
171.5625442965549, 4.071281189439375,10
174.6380278372843, 3.921820159964696,10
177.82426720697097, 3.6195514590656046,10
180.75192005487511, 3.9048570504647415,10
183.6749847108139, 3.581812493345879,10
187.25717453545647, 3.516916643751472,10
190.0211303533911, 3.761387965141793,10
193.21031014331564, 4.096029606657581,10
196.41789789739565, 3.8795791640030615,10
198.9455018031487, 3.157581004325692,10
201.93613050695095, 3.0227998578291846,10
204.7428996866793, 3.7619259742117492,10
207.84961179718763, 3.683226007457833,10
210.06991349556156, 3.202836730691274,10
212.75956807635978, 3.9298616624781744,10
216.23812106280744, 4.085800260874066,10
218.8667783441998, 4.529291897424386,10
222.16419696335814, 4.835182334241466,10
225.23096379164926, 4.655618818202669,10
228.53826135157104, 4.3682621960578984,10
231.39261142985063, 4.098279462768318,10
234.6960042701031, 4.149276201278582,10
237.4671735438479, 4.298792954743632,10
240.64211138255754, 4.069631294958157,10
244.04390315847704, 4.031683721890246,10
246.90173959360428, 3.8135833847545086,10
250.03569549106263, 4.165118938058427,10
253.29390514656998, 4.424830006842356,10
255.9630599491043, 3.8182973689865634,10
257.99814042111143, 3.12008115374816,10
260.79515053989905, 3.158339576500964,10
264.09017612371724, 3.659986065193877,10
267.0446543706604, 4.4260085029003875,10
270.1101326414606, 4.838152144307628,10
272.41199191920475, 3.808567222046051,10
273.86940708127815, 2.7623649010096045,10
276.70883555225, 2.966883071076765,10
278.7383136003838, 3.411323396953776,10
